age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,Income over 50k? 0=no 1=yes
33,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,1
31,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,0
33,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,0
19,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,35,0
30,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,0
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
37,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
28,Self-emp-not-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Female,28,0
42,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,52,1
21,Private,Assoc-voc,Never-married,Other-service,Own-child,White,Female,40,0
29,Private,Some-college,Never-married,Farming-fishing,Own-child,White,Male,40,0
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
44,Private,HS-grad,Divorced,Sales,Own-child,White,Male,38,0
38,Private,Some-college,Never-married,Sales,Unmarried,Black,Female,40,0
28,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,1
29,Private,HS-grad,Never-married,Sales,Own-child,White,Female,40,0
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,40,0
49,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,1
36,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,56,1
40,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
17,Private,12th,Never-married,Adm-clerical,Own-child,White,Female,30,0
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
42,Private,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,28,0
29,Private,Bachelors,Never-married,Exec-managerial,Unmarried,Black,Female,40,0
23,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
20,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,40,0
23,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,24,0
39,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,0
34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
43,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,0
25,State-gov,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,0
40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,0
52,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,25,0
48,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Female,36,0
37,Private,Assoc-voc,Never-married,Sales,Unmarried,Black,Female,6,0
36,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,0
33,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
36,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
24,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,10,0
42,Local-gov,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,40,0
35,Self-emp-inc,Assoc-acdm,Never-married,Sales,Own-child,White,Male,40,0
40,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,22,0
50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,0
40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
22,Private,HS-grad,Never-married,Sales,Other-relative,Black,Male,40,0
57,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
51,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
61,Federal-gov,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,35,0
71,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,20,0
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
38,Private,Bachelors,Never-married,Other-service,Other-relative,White,Female,45,0
25,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,65,0
33,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,0
40,State-gov,11th,Divorced,Transport-moving,Unmarried,White,Female,52,0
33,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,0
46,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,36,0
24,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,40,1
28,Private,Masters,Never-married,Exec-managerial,Not-in-family,Other,Male,30,0
20,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,0
34,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,40,0
34,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,0
25,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,40,0
36,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,0
61,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
38,Private,Some-college,Separated,Other-service,Not-in-family,White,Female,58,0
56,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,10,0
24,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,0
60,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,48,0
37,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,0
27,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
54,Private,Some-college,Separated,Other-service,Not-in-family,White,Male,28,0
40,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,30,0
18,Private,12th,Never-married,Other-service,Own-child,White,Male,15,0
51,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
40,Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,50,1
64,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,0
33,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,Black,Female,38,0
31,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40,0
31,Private,1st-4th,Never-married,Handlers-cleaners,Not-in-family,White,Male,37,0
39,Private,12th,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,45,0
22,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,40,0
31,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,0
68,Private,5th-6th,Separated,Other-service,Not-in-family,White,Male,12,0
59,Federal-gov,10th,Divorced,Other-service,Not-in-family,White,Female,37,0
25,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,40,0
23,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,40,0
35,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,60,0
17,State-gov,10th,Never-married,Other-service,Own-child,White,Male,30,0
19,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,45,0
59,Private,5th-6th,Divorced,Machine-op-inspct,Unmarried,White,Female,40,0
37,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,37,0
74,Self-emp-not-inc,HS-grad,Widowed,Other-service,Not-in-family,White,Male,20,0
28,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,50,0
40,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
30,Private,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,0
20,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,40,0
80,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,1
51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,0
17,Private,10th,Never-married,Sales,Own-child,White,Male,15,0
37,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
58,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,0
57,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
37,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,0
23,Federal-gov,Some-college,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,40,0
36,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,32,0
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
30,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,40,0
30,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,24,0
23,Private,HS-grad,Never-married,Sales,Own-child,White,Male,40,0
53,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,Black,Female,40,0
31,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Male,13,0
36,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,40,0
30,Private,12th,Divorced,Other-service,Not-in-family,White,Female,40,0
44,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0
36,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,0
42,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,30,0
22,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,0
38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
31,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,0
35,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,0
21,Private,Some-college,Never-married,Sales,Own-child,White,Male,43,0
26,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
19,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,40,0
43,Private,HS-grad,Married-AF-spouse,Craft-repair,Wife,Black,Female,42,1
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0
30,Private,Bachelors,Never-married,Craft-repair,Own-child,White,Male,10,0
52,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,45,0
38,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,1
57,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,40,0
51,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
50,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,0
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,1
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
69,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,33,0
37,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,1
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,1
63,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,65,0
17,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,35,0
56,Private,HS-grad,Separated,Craft-repair,Unmarried,White,Male,40,0
90,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,20,0
27,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,38,0
38,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,20,0
33,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0
26,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,40,0
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,35,0
42,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
55,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,0
32,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,0
49,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,40,0
34,Private,HS-grad,Divorced,Protective-serv,Not-in-family,Black,Male,45,0
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
40,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
22,Federal-gov,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,20,0
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,0
19,Private,12th,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,20,0
52,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,32,1
27,Private,Masters,Never-married,Adm-clerical,Not-in-family,White,Female,46,0
52,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,Female,40,0
37,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
28,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0
25,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
31,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,0
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
45,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,35,0
69,Private,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,20,0
50,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,0
54,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,46,1
17,Private,9th,Never-married,Other-service,Own-child,White,Female,20,0
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,5,0
23,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
66,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
61,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
55,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,0
24,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0
49,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male,45,1
56,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,1
25,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,0
49,Private,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,40,0
58,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
40,Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
62,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,45,0
54,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,25,1
34,Self-emp-not-inc,Assoc-voc,Never-married,Other-service,Other-relative,White,Female,40,0
18,Private,10th,Never-married,Craft-repair,Own-child,White,Male,30,0
32,Private,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,0
22,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,35,0
34,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,48,0
47,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,0
19,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,0
56,Self-emp-not-inc,7th-8th,Divorced,Sales,Other-relative,White,Male,20,0
42,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,0
42,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,0
57,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
62,Local-gov,HS-grad,Widowed,Other-service,Not-in-family,White,Female,40,0
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,16,0
47,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,50,0
40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
44,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,1
48,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,55,0
39,Self-emp-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,1
46,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,1
53,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,0
47,Federal-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,1
40,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,45,0
34,Private,HS-grad,Separated,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,40,0
41,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,0
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,35,0
42,Self-emp-inc,1st-4th,Married-civ-spouse,Sales,Husband,White,Male,60,0
54,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,0
39,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,0
37,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,0
59,Private,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,40,0
24,Private,Bachelors,Never-married,Prof-specialty,Own-child,Black,Female,35,0
20,Private,Some-college,Separated,Craft-repair,Not-in-family,White,Male,40,0
26,Self-emp-not-inc,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,35,0
48,Private,12th,Widowed,Handlers-cleaners,Unmarried,White,Female,50,0
21,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,18,0
22,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Female,42,0
34,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,40,0
33,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
46,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
65,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
23,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
28,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,30,0
34,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,60,1
20,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,40,0
28,Private,11th,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
52,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,0
40,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,38,1
22,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,7,0
29,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,0
31,Self-emp-not-inc,7th-8th,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,0
38,Private,HS-grad,Never-married,Craft-repair,Unmarried,Black,Female,40,0
22,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,70,1
43,Private,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
43,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
33,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,0
17,Self-emp-inc,10th,Never-married,Other-service,Own-child,Black,Male,35,0
45,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,0
55,Local-gov,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,35,1
65,Federal-gov,10th,Divorced,Craft-repair,Unmarried,White,Male,40,0
21,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,45,0
40,Private,HS-grad,Widowed,Other-service,Unmarried,Black,Female,40,0
58,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,37,0
53,Federal-gov,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,58,0
56,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,0
37,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,0
44,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
49,Private,9th,Separated,Handlers-cleaners,Own-child,White,Male,38,0
36,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,50,1
59,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0
33,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,40,0
26,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,25,0
25,Private,Masters,Never-married,Adm-clerical,Own-child,White,Male,40,0
28,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,15,0
41,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,38,0
45,Private,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,0
43,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
30,Private,9th,Never-married,Handlers-cleaners,Unmarried,Black,Male,40,0
33,Private,HS-grad,Married-spouse-absent,Craft-repair,Unmarried,White,Male,50,0
34,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
21,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,30,0
48,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20,0
47,Private,Some-college,Divorced,Sales,Unmarried,White,Female,60,0
27,Private,Bachelors,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,40,0
18,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,25,0
43,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
36,Private,Some-college,Widowed,Sales,Not-in-family,White,Female,20,0
37,Federal-gov,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,0
24,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,20,0
24,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,40,0
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,1
75,Private,1st-4th,Married-civ-spouse,Other-service,Other-relative,Black,Female,16,0
43,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,70,1
64,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,50,0
36,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,40,0
53,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,0
22,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Black,Male,20,0
73,Self-emp-not-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Female,36,0
46,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,0
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
20,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,20,0
43,Federal-gov,Some-college,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,40,0
21,Private,12th,Never-married,Adm-clerical,Other-relative,Black,Male,48,0
40,Private,HS-grad,Separated,Sales,Unmarried,Black,Female,25,0
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
64,Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,Male,45,0
46,Local-gov,Masters,Divorced,Exec-managerial,Unmarried,White,Female,65,1
41,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,70,0
28,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,40,0
23,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,0
30,Federal-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Female,60,1
44,Private,Bachelors,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,40,0
27,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,1
25,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,34,0
29,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
27,Private,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,65,0
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,0
38,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,0
56,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,1
35,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,62,0
23,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,0
19,Private,Some-college,Never-married,Sales,Own-child,Black,Female,20,0
48,Self-emp-inc,HS-grad,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,84,0
27,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,40,0
49,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,70,1
23,Private,Some-college,Never-married,Other-service,Own-child,White,Male,20,0
24,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,0
34,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,40,0
25,Federal-gov,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,0
33,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
22,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,27,0
54,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,30,0
39,Self-emp-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
75,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,26,0
28,Self-emp-not-inc,HS-grad,Never-married,Machine-op-inspct,Other-relative,Black,Male,30,0
50,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,50,0
62,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,55,1
40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
58,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,37,0
24,Federal-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,0
21,Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,30,0
48,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,0
34,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,70,0
23,Private,HS-grad,Never-married,Priv-house-serv,Unmarried,Other,Female,40,0
42,Local-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,0
52,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,0
56,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,60,0
